Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,212,2,2,142,242,71,71,71.0,0.0,121,121,121.0,0.0,1811320.755,18867.92453,70.66666667,79.73915809,159,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,40,9433.962264,9433.962264,71,121,91.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,113.75,71.0,121.0,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84994186,5,7,347,11595,335,0,69.4,148.5052188,5792,0,1656.428571,2119.480114,140.5037281,0.141186128,7726744.182,25600000.0,84800000,4,84900000,21200000.0,42400000.0,84800000,4,85000000,14200000.0,34600000.0,84800000,50,0,0,0,0,144,232,0.058827553,0.082358575,0,5792,919.0769231,1714.902012,2940888.91,1,0,0,0,0,0,0,0,1,995.6666667,69.4,1656.428571,144,0,0,0,0,0,0,5,347,7,11595,0,235,2,20,10053.0,0.0,10053,10053,84800000.0,0.0,84800000,84800000,DoS Hulk
443,65344216,15,16,1037,5755,645,0,69.13333333,169.1587871,2920,0,359.6875,864.8297496,103.9418699,0.474410773,2178140.533,4065411.81,10000000,3,60600000,4328405.429,5132018.134,10100000,152,65300000,4352894.4,4957083.033,10100000,3,0,0,0,0,312,328,0.2295536,0.244857173,0,2920,212.25,630.4031992,397408.1935,0,0,0,1,0,0,0,0,1,219.0967742,69.13333333,359.6875,312,0,0,0,0,0,0,15,1037,16,5755,8192,32752,14,20,103471.6667,128770.3632,366323,50773,9996141.0,10188.32002,10000000,9975370,BENIGN
80,71730466,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,162.5947892,0.195175088,5517728.154,19000000.0,68600000,1,71600000,10200000.0,25800000.0,68600000,1,131357,26271.4,58153.39472,130298,47,0,0,0,0,172,132,0.111528622,0.083646466,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,2951986.0,0.0,2951986,2951986,68600000.0,0.0,68600000,68600000,DDoS
53,24999,2,2,92,176,46,46,46.0,0.0,88,88,88.0,0.0,10720.42882,160.0064003,8333.0,14429.71531,24995,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,80.00320013,80.00320013,46,88,62.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,78.5,46.0,88.0,64,0,0,0,0,0,0,2,92,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5820494,7,4,315,145,233,0,45.0,85.31900921,145,0,36.25,72.5,79.03109255,1.889873952,582049.4,1739376.472,5530636,48,5820494,970082.3333,2294148.203,5652248,48,206324,68774.66667,62361.84129,122184,242,0,0,0,0,232,136,1.202647061,0.687226892,0,233,38.33333333,74.61578353,5567.515152,0,0,0,1,0,0,0,0,0,41.81818182,45.0,36.25,232,0,0,0,0,0,0,7,315,4,145,29200,110,3,32,289810.0,0.0,289810,289810,5530636.0,0.0,5530636,5530636,BENIGN
443,301106,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,12899.11194,39.853075,27373.27273,34347.13654,85383,23,301106,50184.33333,34972.52131,92223,7711,99998,24999.5,45555.01018,93181,48,0,0,0,0,152,112,23.24762708,16.60544792,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64360,79,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12658.22785,12658.22785,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11853878,8,5,301,11632,301,0,37.625,106.4195706,5840,0,2326.4,3185.599598,1006.674778,1.096687514,987823.1667,2339318.192,6848332,1,6853240,979034.2857,2589431.988,6851314,1,11900000,2963445.25,3503148.625,6848332,66,0,0,0,0,264,168,0.674884624,0.42180289,0,5840,852.3571429,2104.432816,4428637.478,0,0,0,1,0,0,0,0,0,917.9230769,37.625,2326.4,264,0,0,0,0,0,0,8,301,5,11632,29200,235,1,32,1029.0,0.0,1029,1029,6848332.0,0.0,6848332,6848332,DoS GoldenEye
53,215,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1339534.884,18604.65116,71.66666667,40.12895879,118,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,40,40,9302.325581,9302.325581,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,75,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13333.33333,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
8080,58821,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5848.251475,119.0051172,9803.5,23193.4072,57144,4,58821,19607.0,33455.80098,58237,4,57718,28859.0,40001.03061,57144,574,0,0,0,0,92,72,68.00292413,51.00219309,0,198,43.0,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,92,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
22,12558467,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,378.4697607,4.37951543,232564.2037,634563.6865,2182775,3,10800000,512564.0,921482.9674,2236999,618,12600000,392448.1563,789839.8879,2182775,3,0,0,0,0,712,1064,1.751806172,2.627709258,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
53,61463,2,2,76,250,38,38,38.0,0.0,125,125,125.0,0.0,5304.004035,65.07980411,20487.66667,35481.3495,61458,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,80,64,32.53990205,32.53990205,38,125,72.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,91.0,38.0,125.0,80,0,0,0,0,0,0,2,76,2,250,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,10078034,9,15,109,188,24,0,12.11111111,9.829095132,34,0,12.53333333,14.54975045,29.47003354,2.381416852,438175.3913,1145158.037,3728100,3,6308063,788507.875,1459820.614,3279067,249,10100000,719848.9286,1414541.466,3728100,3,0,0,0,0,296,488,0.893031319,1.488385532,0,34,11.88,12.72242115,161.86,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,175,2,2,86,164,43,43,43.0,0.0,82,82,82.0,0.0,1428571.429,22857.14286,58.33333333,61.15826464,124,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11428.57143,11428.57143,43,82,58.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,73.25,43.0,82.0,40,0,0,0,0,0,0,2,86,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53994,213,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14084.50704,106.5,149.1995308,212,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,4694.835681,9389.671362,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,395,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,215293,4,4,156,320,39,39,39.0,0.0,80,80,80.0,0.0,2210.940439,37.15866285,30756.14286,68633.41223,184197,3,215131,71710.33333,124200.7446,215125,3,184366,61455.33333,106437.6976,184359,3,0,0,0,0,80,104,18.57933142,18.57933142,39,80,57.22222222,21.60889734,466.9444444,0,0,0,0,0,0,0,0,1,64.375,39.0,80.0,80,0,0,0,0,0,0,4,156,4,320,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,93,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,129032.2581,21505.37634,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.37634,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,292,2,2,84,234,42,42,42.0,0.0,117,117,117.0,0.0,1089041.096,13698.63014,97.33333333,166.8542278,290,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,6849.315068,6849.315068,42,117,72.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,90.0,42.0,117.0,40,0,0,0,0,0,0,2,84,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,97755615,3,3,147,374,52,47,49.0,2.6457513111,142,108,124.6666666667,17.0098010962,5.3296171274,0.0613775485,19551123.0,37259068.0261053,85550916,30481,97725134,48862567.0,52016597.7453643,85643856,12081278,97662675,48831337.5,51972831.3711428,85581679,12080996,0,0,0,0,84,72,0.0306887742,0.0306887742,47,142,81.2857142857,41.7800362443,1745.5714285714,0,0,0,0,0,0,0,0,1,94.8333333333,49.0,124.6666666667,84,0,0,0,0,0,0,3,147,3,374,-1,-1,2,20,61851.5,43965.778333836,92940,30763,48800715.5,51972631.9670305,85550916,12050515,BENIGN
80,90,1,1,8,0,8,8,8.0,0.0,0,0,0.0,0.0,88888.88889,22222.22222,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,32,32,11111.11111,11111.11111,0,8,5.333333333,4.618802154,21.33333333,0,1,0,0,1,0,0,0,1,8.0,8.0,0.0,32,0,0,0,0,0,0,1,8,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
8080,999733,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.00480728,6.001602428,199946.6,272972.6549,499370,556,999162,499581.0,634.9818895,500030,499132,999177,499588.5,498.5102807,499941,499236,0,0,0,0,92,60,3.000801214,3.000801214,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,102709507,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.79809391,0.16551535,6419344.188,13200000.0,51400000,49,103000000,7900715.231,14400000.0,51400000,223,103000000,51400000.0,28000000.0,71200000,31500000,0,0,0,0,456,100,0.136306759,0.029208591,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3203438.5,4529562.699,6406323,554,19300000.0,18800000.0,51400000,5894792,DoS slowloris
53,24074,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,16615.43574,166.1543574,8024.666667,13893.93423,24068,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,83.0771787,83.0771787,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
444,119974830,3398,3398,1645814,20643,1153,0,484.3478517,302.0574541,267,0,6.075044144,4.47864339,13890.05511,56.64521467,17656.33996,122163.8171,9785751,-1,120000000,35317.87754,171327.1062,9786561,515,120000000,35317.63674,171453.1821,9785751,528,0,0,0,0,67972,67972,28.32260733,28.32260733,0,1153,245.1753715,320.6415749,102811.0196,0,0,0,1,0,0,0,0,1,245.2114479,484.3478517,6.075044144,67972,0,0,0,0,0,0,3398,1645814,3398,20643,8192,3977,3397,20,824363.0,0.0,824363,824363,9785751.0,0.0,9785751,9785751,Infiltration
53,166,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,1325301.205,24096.38554,55.33333333,52.50079364,108,3,3,3.0,0.0,3,3,55,55.0,0.0,55,55,0,0,0,0,64,64,12048.19277,12048.19277,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63102360,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110930875,10500000.0,11900000.0,32100000,998547,63100000,10500000.0,11900000.0,32100000,998547,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110930875,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006505.0,0.0,7006505,7006505,18700000.0,12200000.0,32100000,8015804,DoS Slowhttptest
80,63134800,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110873876,10500000.0,11900000.0,32100000,999276,63100000,10500000.0,11900000.0,32100000,999276,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110873876,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7007238.0,0.0,7007238,7007238,18700000.0,12200000.0,32100000,8015921,DoS Slowhttptest
80,63082777,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110965311,10500000.0,11900000.0,32000000,998721,63100000,10500000.0,11900000.0,32000000,998721,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110965311,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010857.0,0.0,7010857,7010857,18700000.0,12200000.0,32000000,8007858,DoS Slowhttptest
443,255207,10,6,1328,1119,1077,0,132.8,335.2958229517,981,0,186.5,393.118684369,9588.2949919085,62.6942050963,17013.8,23103.4989162124,50920,49,255207,28356.3333333333,47128.5077819148,140202,49,196325,39265.0,22038.3088847579,51900,273,0,0,0,0,332,200,39.1838781852,23.5103269111,0,1077,143.9411764706,337.0227126227,113584.308823529,0,0,0,1,0,0,0,0,0,152.9375,132.8,186.5,332,0,0,0,0,0,0,10,1328,6,1119,65535,118,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,20999696,2,1,12,0,12,0,6.0,8.485281374,0,0,0.0,0.0,0.571436844,0.142859211,10500000.0,14800000.0,21000000,55,21000000,21000000.0,0.0,21000000,21000000,0,0.0,0.0,0,0,1,0,0,0,64,32,0.095239474,0.047619737,0,12,6.0,6.92820323,48.0,0,1,0,0,1,0,0,0,0,8.0,6.0,0.0,64,0,0,0,0,0,0,2,12,1,0,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
53,23993,2,2,86,196,43,43,43.0,0.0,98,98,98.0,0.0,11753.42808,166.715292,7997.666667,13841.1069,23980,4,9,9.0,0.0,9,9,4,4.0,0.0,4,4,0,0,0,0,40,40,83.35764598,83.35764598,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,40,0,0,0,0,0,0,2,86,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63141414,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110862262,10500000.0,11900000.0,32100000,997813,63100000,10500000.0,11900000.0,32100000,997813,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110862262,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013974.0,0.0,7013974,7013974,18700000.0,12200000.0,32100000,8015917,DoS Slowhttptest
53,30935,1,1,95,207,95,95,95.0,0.0,207,207,207.0,0.0,9762.4050428318,64.6516890254,30935.0,0.0,30935,30935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.3258445127,32.3258445127,95,207,132.3333333333,64.6632301492,4181.3333333333,0,0,0,0,0,0,0,0,1,198.5,95.0,207.0,20,0,0,0,0,0,0,1,95,1,207,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,128808,10,6,1010,511,773,0,101.0,240.2808542,373,0,85.16666667,151.4284209,11808.27278,124.2158872,8587.2,11412.48749,44238,3,128808,14312.0,20966.20527,68155,3,104161,20832.2,15932.74724,44238,709,0,0,0,0,224,132,77.63492951,46.5809577,0,773,89.47058824,200.5791981,40232.01471,0,0,0,1,0,0,0,0,0,95.0625,101.0,85.16666667,224,0,0,0,0,0,0,10,1010,6,511,65535,32,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,11636023,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,408.4728949,4.554820835,223769.6731,605859.5756,2460297,16,9708845,485442.25,861302.5692,2502259,499,11600000,375351.9677,751896.3184,2460297,16,0,0,0,0,680,1032,1.804740331,2.750080504,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
21,9547550,9,15,111,188,24,0,12.33333333,10.07472084,34,0,12.53333333,14.54975045,31.31693471,2.51373389,415110.8696,1079433.312,3324702,4,6179252,772406.5,1428194.882,3209735,48,9547436,681959.7143,1332619.354,3324702,4,0,0,0,0,296,488,0.942650209,1.571083681,0,34,11.96,12.78827588,163.54,0,0,0,1,0,0,0,0,1,12.45833333,12.33333333,12.53333333,296,0,0,0,0,0,0,9,111,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
444,116393329,504,504,171452,3024,1027,6,340.1825397,232.8178974,6,6,6.0,0.0,1499.020618,8.660290144,115584.2393,2049749.033,49900000,3,66500000,132266.4513,1864597.947,41500000,86,116000000,231365.3658,2897059.779,49900000,525,0,0,0,0,10080,10080,4.330145072,4.330145072,6,1027,172.925669,234.5111418,54995.47562,0,0,0,0,1,0,0,0,1,173.0972222,340.1825397,6.0,10080,0,0,0,0,0,0,504,171452,504,3024,3294,3294,503,20,21900000.0,0.0,21900000,21900000,41500000.0,0.0,41500000,41500000,Infiltration
49443,384,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5208.333333,384.0,0.0,384,384,384,384.0,0.0,384,384,0,0.0,0.0,0,0,0,0,0,0,64,0,5208.333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5148,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23993,2,2,86,130,43,43,43.0,0.0,65,65,65.0,0.0,9002.625766,166.715292,7997.666667,13848.90094,23989,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,40,83.35764598,83.35764598,43,65,51.8,12.04989627,145.2,0,0,0,0,0,0,0,0,1,64.75,43.0,65.0,64,0,0,0,0,0,0,2,86,2,130,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,410056,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,9471.877012,29.26429561,37277.81818,48965.47597,136104,16,410056,68342.66667,50736.45904,136104,1085,231079,57769.75,109310.5313,221610,55,0,0,0,0,152,112,17.0708391,12.1934565,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4588876,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.537548628,1.089591438,1147219.0,2293130.046,4586914,4,4588876,1147219.0,2293130.046,4586914,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.089591438,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,63082015,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110966652,10500000.0,11900000.0,32000000,998152,63100000,10500000.0,11900000.0,32000000,998152,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110966652,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7009887.0,0.0,7009887,7009887,18700000.0,12200000.0,32000000,8008049,DoS Slowhttptest
990,68,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,235294.1176,58823.52941,22.66666667,4.618802154,28,20,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,48,40,29411.76471,29411.76471,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,63143299,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110858953,10500000.0,11900000.0,32100000,999921,63100000,10500000.0,11900000.0,32100000,999921,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110858953,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7015888.0,0.0,7015888,7015888,18700000.0,12200000.0,32100000,8015895,DoS Slowhttptest
53109,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8625336,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,33.73781613,2.782500299,375014.6087,975528.9138,3035439,1,5547788,693473.5,1287531.361,3056866,223,8625249,616089.2143,1204393.403,3035439,1,0,0,0,0,296,488,1.043437612,1.739062687,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
80,105569842,16,3,2541,6,231,0,158.8125,110.5828309,6,0,2.0,3.464101615,24.12620832,0.179975641,5864991.222,12500000.0,51300000,87,106000000,7037983.667,13500000.0,51300000,581,103000000,51300000.0,28100000.0,71100000,31400000,0,0,0,0,536,100,0.151558435,0.028417206,0,231,127.35,117.5733925,13823.50263,0,0,0,1,0,0,0,0,0,134.0526316,158.8125,2.0,536,0,0,0,0,0,0,16,2541,3,6,29200,0,11,32,4705567.5,6653908.045,9410591,544,19200000.0,18800000.0,51300000,5777707,DoS slowloris
53,198,2,2,66,278,33,33,33.0,0.0,139,139,139.0,0.0,1737373.737,20202.0202,66.0,72.69112738,146,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10101.0101,10101.0101,33,139,75.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,94.25,33.0,139.0,40,0,0,0,0,0,0,2,66,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34047,3,5,26,11607,20,0,8.666666667,10.26320288,8760,0,2321.4,3802.315321,341674.7437,234.9693071,4863.857143,12431.05677,33052,2,727,363.5,311.8340905,584,143,34002,8500.5,16372.1814,33052,2,0,0,0,0,72,112,88.11349018,146.855817,0,8760,1292.555556,2952.520834,8717379.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,61245520,10,10,733,1299,685,0,73.3,214.9377429,1249,2,129.9,393.2136682,33.17793693,0.326554497,3223448.421,4699140.559,10100000,45,60500000,6721847.667,4910007.325,10100000,50891,61200000,6799408.222,4850433.056,10100000,5104,0,0,0,0,212,204,0.163277249,0.163277249,0,1249,96.76190476,302.7528538,91659.29048,0,0,0,1,0,0,0,0,1,101.6,73.3,129.9,212,0,0,0,0,0,0,10,733,10,1299,8192,30140,9,20,130742.0,195388.5306,529577,50815,9952029.5,87253.07095,10100000,9800567,BENIGN
